timestamp,imu_z,imu_x,imu_y,motion_score,camera_event,camera_conf,road_event,road_conf,rear_event,rear_conf,decision,confidence,severity_score,motor_speed,lora_event,lora_sent,lora_confidence_check,lora_latency_ms,motion_conf,imu_conf,road_conf_fusion,ground_truth
13:48:59.308,1.0633,1.0019,1.0122,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,3.2,0.0,100,normal,YES,PASS,0.0,0.068,0.025,0.0,
13:48:59.459,1.0176,1.0085,1.0014,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,1.5,0.0,100,normal,YES,PASS,0.0,0.034,0.007,0.0,
13:48:59.605,1.0549,1.0016,1.0128,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,1.1,0.0,100,normal,YES,PASS,0.0,0.021,0.022,0.0,
13:48:59.752,1.016,1.0002,1.0015,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.7,0.0,100,normal,YES,PASS,0.0,0.014,0.006,0.0,
13:48:59.896,1.0361,1.0012,1.0011,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.5,0.0,100,normal,YES,PASS,0.0,0.01,0.014,0.0,
13:49:00.039,1.0045,1.0041,1.0117,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.3,0.0,100,normal,YES,PASS,0.0,0.007,0.002,0.0,
13:49:00.183,1.0247,1.0083,1.0016,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.3,0.0,100,normal,YES,PASS,0.0,0.005,0.01,0.0,
13:49:00.321,1.0112,1.0051,1.0101,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.2,0.0,100,normal,YES,PASS,0.0,0.004,0.004,0.0,
13:49:00.460,1.0356,1.0059,1.0039,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.2,0.0,100,normal,YES,PASS,0.0,0.003,0.014,0.0,
13:49:00.601,1.0637,1.0036,1.0043,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.2,0.0,100,normal,YES,PASS,0.0,0.002,0.025,0.0,
13:49:00.740,1.027,1.0052,1.0125,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.001,0.011,0.0,
13:49:00.881,1.0438,1.0002,1.0106,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.001,0.018,0.0,
13:49:01.026,1.0032,1.0115,1.0071,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.0,0.0,100,normal,YES,PASS,0.0,0.001,0.001,0.0,
13:49:01.168,1.051,1.0065,1.0059,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.001,0.02,0.0,
13:49:01.302,1.0312,1.0102,1.0058,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.0,0.012,0.0,
13:49:01.437,1.0215,1.0088,1.0148,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.0,0.009,0.0,
13:49:01.575,1.0222,1.0086,1.0053,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.0,0.009,0.0,
13:49:01.706,1.0184,1.0017,1.0106,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.0,0.0,100,normal,YES,PASS,0.0,0.0,0.007,0.0,
13:49:01.846,1.0256,1.0028,1.0033,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.0,0.01,0.0,
13:49:01.985,1.0239,1.0067,1.0146,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.0,0.01,0.0,
13:49:02.126,1.0342,1.0003,1.0101,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.0,0.014,0.0,
13:49:02.260,1.0246,1.0,1.0058,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.0,0.01,0.0,
13:49:02.404,1.0099,1.0055,1.0013,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.0,0.0,100,normal,YES,PASS,0.0,0.0,0.004,0.0,
13:49:02.544,1.0178,1.0046,1.0038,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.0,0.0,100,normal,YES,PASS,0.0,0.0,0.007,0.0,
