timestamp,imu_z,motion_score,decision,motor_speed,confidence,ground_truth
19:36:07.336,1.0103,0.0,NORMAL,100,2.7,
19:36:07.499,1.0101,0.0,NORMAL,100,1.4,
19:36:07.647,1.0116,0.0,NORMAL,100,0.9,
19:36:07.815,1.0031,0.0,NORMAL,100,0.6,
19:36:07.966,1.0045,0.0,NORMAL,100,22.0,
19:36:08.117,1.007,0.0,NORMAL,100,21.9,
19:36:08.263,1.002,0.0,NORMAL,100,21.8,
19:36:08.401,1.0057,0.0,NORMAL,100,21.7,
19:36:08.570,1.0166,0.0,NORMAL,100,21.5,
19:36:08.712,1.0093,0.0,NORMAL,100,21.5,
19:36:08.855,1.0137,0.0,NORMAL,100,21.8,
19:36:08.995,1.0114,0.0,NORMAL,100,21.7,
19:36:09.139,1.0121,0.0,NORMAL,100,22.1,
19:36:09.276,1.0043,0.0,NORMAL,100,22.6,
19:36:09.414,1.0019,0.0,NORMAL,100,22.5,
19:36:09.555,1.0019,0.0,NORMAL,100,22.6,
19:36:09.695,1.0008,0.0,NORMAL,100,22.7,
19:36:09.836,1.0067,0.0,NORMAL,100,22.8,
19:36:09.983,1.0123,0.0,NORMAL,100,22.9,
19:36:10.133,1.006,0.0,NORMAL,100,22.9,
19:36:10.288,1.0164,0.0,NORMAL,100,22.6,
19:36:10.430,1.0016,0.0,NORMAL,100,21.8,
19:36:10.595,1.0141,0.0,NORMAL,100,20.0,
19:36:10.741,1.0153,0.0,NORMAL,100,18.5,
19:36:10.890,1.0036,0.0,NORMAL,100,17.3,
19:36:11.025,1.0093,0.0,NORMAL,100,16.2,
19:36:11.163,1.0061,0.0,NORMAL,100,16.4,
19:36:11.300,1.007,0.0,NORMAL,100,17.6,
19:36:11.462,1.0185,0.0,NORMAL,100,18.5,
19:36:11.604,1.0092,0.0,NORMAL,100,19.9,
19:36:11.764,1.0037,0.0,NORMAL,100,21.1,
19:36:11.892,1.0095,0.0,NORMAL,100,21.9,
19:36:12.043,1.013,0.0,NORMAL,100,22.9,
19:36:12.186,1.0163,0.0,NORMAL,100,22.4,
19:36:12.348,1.0089,0.0,NORMAL,100,22.3,
19:36:12.487,1.0162,0.0,NORMAL,100,22.3,
19:36:12.645,1.0005,0.0,NORMAL,100,18.9,
19:36:12.806,1.0054,0.0,NORMAL,100,15.8,
19:36:12.963,1.0063,0.0,NORMAL,100,16.1,
19:36:13.092,1.0143,0.0,NORMAL,100,16.1,
19:36:13.252,1.004,0.0,NORMAL,100,16.2,
19:36:13.388,1.0021,0.0,NORMAL,100,18.1,
19:36:13.543,1.0025,0.0,NORMAL,100,20.2,
19:36:13.705,1.0043,0.0,NORMAL,100,22.1,
19:36:13.845,1.0196,0.0,NORMAL,100,24.0,
19:36:13.984,1.006,0.0,NORMAL,100,25.8,
19:36:14.149,1.01,0.0,NORMAL,100,25.5,
19:36:14.283,1.0012,0.0,NORMAL,100,25.2,
19:36:14.433,1.014,0.0,NORMAL,100,26.1,
19:36:14.577,1.0119,0.0,NORMAL,100,25.9,
19:36:14.734,1.0052,0.0,NORMAL,100,25.9,
19:36:14.877,1.0078,0.0,NORMAL,100,25.9,
19:36:15.026,1.0168,0.0,NORMAL,100,26.1,
19:36:15.167,1.0069,0.0,NORMAL,100,26.2,
19:36:15.316,1.0028,0.0,NORMAL,100,25.3,
19:36:15.464,1.0119,0.0,NORMAL,100,25.2,
19:36:15.599,1.0096,0.0,NORMAL,100,25.4,
19:36:15.763,1.0106,0.0,NORMAL,100,25.6,
19:36:15.951,1.0081,0.0,NORMAL,100,25.8,
19:36:16.125,1.0015,0.0,NORMAL,100,26.0,
19:36:16.280,1.0169,0.0,NORMAL,100,26.2,
19:36:16.456,1.0129,0.0,NORMAL,100,26.1,
19:36:16.635,1.011,0.0,NORMAL,100,25.2,
19:36:16.809,1.0131,0.0,NORMAL,100,24.1,
19:36:16.962,1.0169,0.0,NORMAL,100,24.6,
19:36:17.113,1.0018,0.0,NORMAL,100,25.1,
19:36:17.265,1.0028,0.0,NORMAL,100,25.3,
19:36:17.460,1.0111,0.0,NORMAL,100,24.9,
19:36:17.628,1.0009,0.0,NORMAL,100,25.4,
19:36:17.786,1.0022,0.0,NORMAL,100,25.9,
19:36:17.944,1.0088,0.0,NORMAL,100,26.3,
19:36:18.119,1.0164,0.0,NORMAL,100,26.9,
19:36:18.288,1.014,0.0,NORMAL,100,26.7,
19:36:18.496,1.0008,0.0,NORMAL,100,26.6,
19:36:18.728,1.0161,0.0,NORMAL,100,26.5,
19:36:18.931,1.0059,0.0,NORMAL,100,26.6,
19:36:19.168,1.0035,0.0,NORMAL,100,26.8,
19:36:19.415,1.0007,0.0,NORMAL,100,26.4,
19:36:19.671,1.0092,0.0,NORMAL,100,26.0,
19:36:19.885,1.0079,0.0,NORMAL,100,26.2,
19:36:20.102,1.0073,0.0,NORMAL,100,26.3,
19:36:20.340,1.002,0.0,NORMAL,100,26.4,
19:36:20.624,1.0193,0.0,NORMAL,100,26.6,
19:36:20.873,1.0105,0.0,NORMAL,100,26.8,
19:36:21.057,1.0022,0.0,NORMAL,100,26.9,
19:36:21.255,1.0062,0.0,NORMAL,100,27.0,
19:36:21.455,1.0006,0.0,NORMAL,100,27.2,
19:36:21.687,1.0084,0.0,NORMAL,100,27.3,
19:36:21.899,1.0066,0.0,NORMAL,100,27.3,
19:36:22.071,1.0017,0.0,NORMAL,100,27.3,
