timestamp,imu_z,motion_score,decision,motor_speed,confidence
11:15:09.467,0.9834,0,NORMAL,100,100.0%
11:15:09.634,0.9809,0.0,NORMAL,100,100.0%
11:15:09.699,1.0162,0.0,NORMAL,100,100.0%
11:15:09.773,1.0074,0.0,NORMAL,100,100.0%
11:15:09.834,0.9833,0.0,NORMAL,100,100.0%
11:15:09.924,1.0007,0.0,NORMAL,100,100.0%
11:15:10.028,1.013,0.0,NORMAL,100,100.0%
11:15:10.133,1.0001,0.0,NORMAL,100,100.0%
11:15:10.240,0.9859,0.0,NORMAL,100,100.0%
11:15:10.337,0.9899,0.0,NORMAL,100,100.0%
11:15:10.446,0.9822,0.0,NORMAL,100,100.0%
11:15:10.550,1.0085,0.0,NORMAL,100,100.0%
11:15:10.660,1.0084,0.0,NORMAL,100,100.0%
11:15:10.747,1.0136,0.0,NORMAL,100,100.0%
11:15:10.824,0.9931,0.0,NORMAL,100,100.0%
11:15:10.935,0.9835,0.0,NORMAL,100,100.0%
11:15:11.013,0.985,0.0,NORMAL,100,100.0%
11:15:11.083,0.9978,0.0,NORMAL,100,100.0%
11:15:11.138,1.0124,0.0,NORMAL,100,100.0%
11:15:11.229,0.9918,0.0,NORMAL,100,100.0%
11:15:11.314,1.0028,0.0,NORMAL,100,100.0%
11:15:11.379,0.9912,4.12,NORMAL,30,57.0%
11:15:11.443,0.9958,0.0,NORMAL,100,100.0%
11:15:11.509,1.0134,0.0,NORMAL,100,100.0%
11:15:11.577,0.9978,0.0,NORMAL,100,100.0%
11:15:11.633,0.9814,3.05,NORMAL,30,57.0%
11:15:11.704,0.9971,4.57,NORMAL,30,61.0%
11:15:11.768,0.9952,4.45,HAZARD,30,61.0%
11:15:11.828,0.9985,6.83,HAZARD,30,61.0%
11:15:11.896,1.0025,5.31,HAZARD,30,58.0%
11:15:11.969,1.007,0.78,HAZARD,100,100.0%
11:15:12.029,1.0051,7.36,HAZARD,30,56.0%
11:15:12.088,0.9955,0.0,HAZARD,100,100.0%
11:15:12.149,0.9839,0.0,NORMAL,100,100.0%
11:15:12.203,1.0187,0.0,NORMAL,100,100.0%
11:15:12.255,1.0059,0.0,NORMAL,100,100.0%
11:15:12.314,1.0008,0.0,NORMAL,100,100.0%
11:15:12.372,0.9847,0.0,NORMAL,100,100.0%
11:15:12.421,1.0176,0.0,NORMAL,100,100.0%
11:15:12.469,0.9806,0.0,NORMAL,100,100.0%
11:15:12.535,1.02,0.0,NORMAL,100,100.0%
11:15:12.582,0.9931,0.0,NORMAL,100,100.0%
11:15:12.626,0.9822,0.0,NORMAL,100,100.0%
11:15:12.699,0.9894,0.0,NORMAL,100,100.0%
11:15:12.759,1.0112,0.0,NORMAL,100,100.0%
11:15:12.831,0.981,0.0,NORMAL,100,100.0%
11:15:12.915,1.0143,0.0,NORMAL,100,100.0%
11:15:13.013,1.0188,0.52,NORMAL,100,100.0%
11:15:13.115,0.9931,0.53,NORMAL,100,100.0%
11:15:13.217,0.9961,0.0,NORMAL,100,100.0%
11:15:13.313,0.9879,0.0,NORMAL,100,100.0%
11:15:13.418,0.9808,0.0,NORMAL,100,100.0%
11:15:13.519,0.9819,0.0,NORMAL,100,100.0%
11:15:13.617,1.0078,0.0,NORMAL,100,100.0%
11:15:13.723,1.0151,0.0,NORMAL,100,100.0%
11:15:13.819,1.013,0.0,NORMAL,100,100.0%
11:15:13.928,1.0088,0.0,NORMAL,100,100.0%
11:15:14.024,0.9839,0.0,NORMAL,100,100.0%
11:15:14.136,1.0108,0.0,NORMAL,100,100.0%
11:15:14.233,1.0164,0.0,NORMAL,100,100.0%
11:15:14.348,1.0034,0.0,NORMAL,100,100.0%
11:15:14.456,0.9902,0.0,NORMAL,100,100.0%
11:15:14.570,0.991,0.0,NORMAL,100,100.0%
11:15:14.686,1.0011,0.0,NORMAL,100,100.0%
11:15:14.789,1.0092,0.0,NORMAL,100,100.0%
11:15:14.907,1.0178,0.0,NORMAL,100,100.0%
11:15:15.019,1.0181,0.0,NORMAL,100,100.0%
11:15:15.127,0.9954,0.0,NORMAL,100,98.0%
11:15:15.239,1.0167,0.0,NORMAL,100,100.0%
11:15:15.343,1.0009,0.0,NORMAL,100,100.0%
11:15:15.452,0.9829,0.0,NORMAL,100,100.0%
11:15:15.570,0.9876,0.0,NORMAL,100,100.0%
11:15:15.671,0.9882,0.0,NORMAL,100,100.0%
11:15:15.763,0.9856,0.0,NORMAL,100,100.0%
11:15:15.862,1.017,0.0,NORMAL,100,100.0%
11:15:15.959,0.9902,0.0,NORMAL,100,100.0%
11:15:16.058,0.9988,0.0,NORMAL,100,100.0%
11:15:16.159,0.9814,0.0,NORMAL,100,100.0%
11:15:16.270,1.0129,0.0,NORMAL,100,100.0%
11:15:16.368,0.9989,0.0,NORMAL,100,100.0%
11:15:16.475,1.0075,0.0,NORMAL,100,100.0%
11:15:16.566,1.0065,0.0,NORMAL,100,100.0%
11:15:16.672,1.0086,0.0,NORMAL,100,100.0%
11:15:16.777,0.9997,0.0,NORMAL,100,100.0%
11:15:16.884,0.9992,1.0,NORMAL,100,100.0%
11:15:16.984,0.9838,0.59,NORMAL,100,100.0%
11:15:17.087,0.9928,5.75,NORMAL,30,61.0%
11:15:17.164,1.0127,0.0,NORMAL,100,100.0%
11:15:17.233,1.0056,7.5,NORMAL,30,57.0%
11:15:17.322,1.0023,0.0,NORMAL,100,100.0%
11:15:17.423,1.0145,5.09,HAZARD,30,58.0%
11:15:17.512,0.9802,0.0,NORMAL,100,100.0%
11:15:17.582,1.001,7.39,HAZARD,30,61.0%
11:15:17.657,0.995,4.03,HAZARD,30,58.0%
11:15:17.764,0.9821,2.76,HAZARD,30,57.0%
11:15:17.871,0.9804,8.82,HAZARD,30,59.0%
11:15:17.973,0.9995,9.15,HAZARD,30,60.0%
11:15:18.066,0.9956,7.68,HAZARD,30,58.0%
11:15:18.168,1.017,0.0,HAZARD,100,100.0%
11:15:18.283,1.0143,7.56,HAZARD,30,58.0%
11:15:18.373,0.9839,2.0,HAZARD,60,39.0%
11:15:18.478,1.0123,0.0,NORMAL,100,100.0%
11:15:18.594,1.0014,8.08,NORMAL,30,57.0%
11:15:18.709,1.0092,4.18,HAZARD,30,58.0%
11:15:18.817,1.0078,5.85,HAZARD,30,57.0%
11:15:18.919,0.9954,2.56,HAZARD,30,53.0%
11:15:19.034,1.0134,1.16,HAZARD,100,100.0%
11:15:19.139,1.0016,4.93,HAZARD,30,57.0%
11:15:19.237,1.0168,7.01,HAZARD,30,58.0%
11:15:19.347,1.0001,0.0,HAZARD,100,100.0%
11:15:19.479,1.0051,2.51,HAZARD,30,51.0%
11:15:19.592,1.0162,7.35,HAZARD,30,59.0%
11:15:19.713,1.0022,5.46,HAZARD,30,57.0%
11:15:19.839,1.0108,4.6,HAZARD,30,61.0%
11:15:19.984,0.9845,0.52,HAZARD,100,100.0%
11:15:20.111,0.9953,1.73,HAZARD,60,45.0%
11:15:20.250,1.0029,1.32,NORMAL,100,100.0%
11:15:20.390,0.9954,0.0,NORMAL,100,100.0%
11:15:20.520,0.9863,0.0,NORMAL,100,100.0%
11:15:20.650,0.9981,2.57,NORMAL,30,55.0%
11:15:20.791,1.0011,1.9,NORMAL,60,44.0%
11:15:20.925,1.0058,5.0,NORMAL,30,55.0%
11:15:21.074,0.9878,0.0,NORMAL,100,100.0%
11:15:21.212,0.9897,3.92,HAZARD,30,60.0%
11:15:21.354,1.0001,3.65,HAZARD,30,61.0%
11:15:21.481,1.0195,0.0,HAZARD,100,100.0%
11:15:21.601,0.9871,0.81,NORMAL,100,100.0%
11:15:21.741,1.0109,2.42,HAZARD,30,50.0%
11:15:21.856,1.0176,4.35,HAZARD,30,59.0%
11:15:21.988,1.0035,3.97,HAZARD,30,56.0%
11:15:22.114,0.9867,0.0,HAZARD,100,100.0%
11:15:22.239,0.9948,0.0,HAZARD,100,100.0%
11:15:22.350,0.9818,0.0,NORMAL,100,100.0%
11:15:22.443,0.9877,0.0,NORMAL,100,100.0%
11:15:22.512,0.9851,0.66,NORMAL,100,100.0%
11:15:22.584,0.997,0.0,NORMAL,100,100.0%
11:15:22.654,1.0109,0.0,NORMAL,100,100.0%
11:15:22.716,1.0115,0.0,NORMAL,100,100.0%
11:15:22.776,1.0117,0.0,NORMAL,100,100.0%
11:15:22.833,1.0054,0.0,NORMAL,100,100.0%
11:15:22.887,0.9926,1.66,NORMAL,60,53.0%
11:15:22.944,1.0074,0.0,NORMAL,100,100.0%
11:15:23.001,0.9961,0.0,NORMAL,100,100.0%
11:15:23.079,1.0019,3.25,NORMAL,30,59.0%
11:15:23.139,1.0154,0.0,NORMAL,100,100.0%
11:15:23.195,0.9841,0.0,NORMAL,100,100.0%
11:15:23.261,0.9889,1.14,NORMAL,100,100.0%
11:15:23.369,1.0198,0.0,NORMAL,100,100.0%
11:15:23.448,1.0116,0.0,NORMAL,100,100.0%
11:15:23.504,1.0187,0.0,NORMAL,100,100.0%
11:15:23.567,0.9926,0.0,NORMAL,100,100.0%
11:15:23.631,1.0139,1.76,NORMAL,60,41.0%
11:15:23.713,0.9986,0.0,NORMAL,100,100.0%
11:15:23.774,1.0112,0.0,NORMAL,100,100.0%
11:15:23.829,0.9983,9.22,NORMAL,30,58.0%
11:15:23.899,1.0113,0.0,NORMAL,100,100.0%
11:15:23.963,0.9909,0.0,NORMAL,100,100.0%
11:15:24.033,1.0009,0.0,NORMAL,100,100.0%
11:15:24.113,1.0109,2.32,NORMAL,30,41.0%
11:15:24.158,0.9923,0.0,NORMAL,100,100.0%
11:15:24.204,0.9866,0.0,NORMAL,100,100.0%
11:15:24.248,1.0175,0.0,NORMAL,100,100.0%
11:15:24.317,1.014,23.75,NORMAL,30,58.0%
11:15:24.392,0.9897,21.85,NORMAL,30,58.0%
11:15:24.457,1.0014,33.58,HAZARD,30,60.0%
11:15:24.535,0.9889,74.03,HAZARD,30,56.0%
11:15:24.602,0.9896,38.08,HAZARD,30,60.0%
11:15:24.674,1.0141,58.45,HAZARD,30,61.0%
11:15:24.742,0.9964,17.68,HAZARD,30,58.0%
11:15:24.815,0.9853,6.37,HAZARD,30,59.0%
11:15:24.872,1.0057,79.66,HAZARD,30,59.0%
11:15:24.966,0.9922,40.7,HAZARD,30,57.0%
11:15:25.027,1.009,47.05,HAZARD,30,61.0%
11:15:25.084,0.9914,28.61,HAZARD,30,59.0%
11:15:25.145,1.0046,31.83,HAZARD,30,59.0%
11:15:25.212,1.0152,28.98,HAZARD,30,59.0%
11:15:25.273,1.0148,42.55,HAZARD,30,58.0%
11:15:25.329,1.0053,1.03,HAZARD,100,100.0%
11:15:25.382,1.0155,12.34,HAZARD,30,60.0%
11:15:25.451,1.0069,25.48,HAZARD,30,57.0%
11:15:25.498,1.0126,29.26,HAZARD,30,58.0%
11:15:25.546,1.0007,1.77,HAZARD,60,48.0%
11:15:25.601,0.9975,0.0,HAZARD,100,100.0%
11:15:25.649,1.0072,0.0,NORMAL,100,100.0%
11:15:25.694,0.9864,0.0,NORMAL,100,100.0%
11:15:25.743,1.0152,0.0,NORMAL,100,100.0%
11:15:25.795,1.004,7.44,NORMAL,30,56.0%
