timestamp,imu_z,motion_score,decision,motor_speed,confidence
12:54:52.140,0.0,0.0,NORMAL,100,87.0%
12:54:52.274,0.0,0.0,NORMAL,100,100.0%
12:54:52.377,0.0,0.0,NORMAL,100,100.0%
12:54:52.479,0.0,0.0,NORMAL,100,100.0%
12:54:52.577,0.0,0.0,NORMAL,100,100.0%
12:54:52.672,0.0,0.0,NORMAL,100,100.0%
12:54:52.778,0.0,0.0,NORMAL,100,100.0%
12:54:52.874,0.0,0.0,NORMAL,100,100.0%
12:54:52.962,0.0,0.0,NORMAL,100,100.0%
12:54:53.070,0.0,0.0,NORMAL,100,100.0%
12:54:53.168,0.0,0.0,NORMAL,100,100.0%
12:54:53.259,0.0,0.0,NORMAL,100,100.0%
12:54:53.354,0.0,0.0,NORMAL,100,100.0%
12:54:53.470,0.0,0.0,NORMAL,100,100.0%
12:54:53.564,0.0,0.0,NORMAL,100,100.0%
12:54:53.660,0.0,0.0,NORMAL,100,100.0%
12:54:53.752,0.0,0.0,NORMAL,100,100.0%
12:54:53.838,0.0,0.0,NORMAL,100,100.0%
12:54:53.951,0.0,0.0,NORMAL,100,100.0%
12:54:54.048,0.0,0.0,NORMAL,100,100.0%
12:54:54.140,0.0,0.0,NORMAL,100,100.0%
12:54:54.233,0.0,0.0,NORMAL,100,100.0%
12:54:54.331,0.0,0.0,NORMAL,100,100.0%
12:54:54.429,0.0,0.0,NORMAL,100,100.0%
12:54:54.529,0.0,0.0,NORMAL,100,100.0%
12:54:54.627,0.0,0.0,NORMAL,100,100.0%
12:54:54.728,0.0,0.0,NORMAL,100,100.0%
12:54:54.818,0.0,0.0,NORMAL,100,100.0%
12:54:54.912,0.0,0.0,NORMAL,100,100.0%
12:54:55.001,0.0,0.0,NORMAL,100,100.0%
12:54:55.082,0.0,0.0,NORMAL,100,100.0%
12:54:55.173,0.0,0.0,NORMAL,100,100.0%
12:54:55.257,0.0,0.0,NORMAL,100,100.0%
12:54:55.351,0.0,0.0,NORMAL,100,100.0%
12:54:55.440,0.0,0.0,NORMAL,100,100.0%
12:54:55.547,0.0,0.0,NORMAL,100,100.0%
12:54:55.644,0.0,0.0,NORMAL,100,100.0%
12:54:55.738,0.0,0.0,NORMAL,100,100.0%
12:54:55.817,0.0,0.0,NORMAL,100,100.0%
12:54:55.914,0.0,0.0,NORMAL,100,100.0%
12:54:56.001,0.0,0.0,NORMAL,100,100.0%
12:54:56.091,0.0,0.0,NORMAL,100,100.0%
12:54:56.190,0.0,0.0,NORMAL,100,100.0%
12:54:56.287,0.0,0.0,NORMAL,100,100.0%
12:54:56.380,0.0,0.0,NORMAL,100,100.0%
12:54:56.467,0.0,0.0,NORMAL,100,100.0%
12:54:56.556,0.0,0.0,NORMAL,100,100.0%
12:54:56.644,0.0,0.0,NORMAL,100,100.0%
12:54:56.740,0.0,0.0,NORMAL,100,100.0%
12:54:56.829,0.0,0.0,NORMAL,100,100.0%
12:54:56.917,0.0,0.0,NORMAL,100,100.0%
12:54:57.006,0.0,0.0,NORMAL,100,100.0%
12:54:57.101,0.0,0.0,NORMAL,100,100.0%
12:54:57.195,0.0,0.0,NORMAL,100,100.0%
