timestamp,imu_z,motion_score,decision,motor_speed,confidence
12:27:18.968,1.0126,0.0,NORMAL,100,100.0
12:27:19.123,1.0158,0.0,NORMAL,100,100.0
12:27:19.222,1.0116,0.0,NORMAL,100,100.0
12:27:19.317,1.0143,0.0,NORMAL,100,99.0
12:27:19.423,1.0001,0.0,NORMAL,100,100.0
12:27:19.514,1.0043,0.0,NORMAL,100,100.0
12:27:19.626,1.0158,0.0,NORMAL,100,100.0
12:27:19.710,1.0011,0.0,NORMAL,100,100.0
12:27:19.792,1.0151,0.0,NORMAL,100,100.0
12:27:19.877,1.0165,0.0,NORMAL,100,100.0
12:27:19.963,1.0149,0.0,NORMAL,100,100.0
12:27:20.049,1.0023,0.0,NORMAL,100,100.0
12:27:20.125,1.0065,0.0,NORMAL,100,100.0
12:27:20.229,1.0058,0.0,NORMAL,100,100.0
12:27:20.313,1.0159,0.0,NORMAL,100,100.0
12:27:20.397,1.0152,0.0,NORMAL,100,100.0
12:27:20.476,1.0039,0.0,NORMAL,100,100.0
12:27:20.555,1.0085,0.0,NORMAL,100,100.0
12:27:20.635,1.0008,0.0,NORMAL,100,100.0
12:27:20.720,1.002,0.0,NORMAL,100,100.0
12:27:20.806,1.0011,0.0,NORMAL,100,100.0
12:27:20.887,1.0041,0.0,NORMAL,100,100.0
12:27:20.965,1.0135,0.0,NORMAL,100,100.0
12:27:21.045,1.0112,0.0,NORMAL,100,100.0
12:27:21.125,1.0033,0.0,NORMAL,100,100.0
12:27:21.209,1.0117,0.0,NORMAL,100,100.0
12:27:21.282,1.007,0.0,NORMAL,100,100.0
12:27:21.353,1.0008,0.0,NORMAL,100,100.0
12:27:21.428,1.0098,0.0,NORMAL,100,100.0
12:27:21.521,1.0031,0.0,NORMAL,100,100.0
12:27:21.595,1.0107,0.0,NORMAL,100,100.0
12:27:21.679,1.0122,0.0,NORMAL,100,100.0
12:27:21.753,1.0014,0.0,NORMAL,100,100.0
12:27:21.829,1.0064,0.0,NORMAL,100,100.0
12:27:21.898,1.0085,0.0,NORMAL,100,100.0
12:27:21.973,1.0071,0.0,NORMAL,100,100.0
12:27:22.051,1.0116,0.0,NORMAL,100,100.0
12:27:22.127,1.0102,0.0,NORMAL,100,100.0
12:27:22.207,1.0057,0.0,NORMAL,100,100.0
12:27:22.280,1.0073,0.0,NORMAL,100,100.0
12:27:22.357,1.0195,0.0,NORMAL,100,100.0
12:27:22.438,1.0049,0.0,NORMAL,100,100.0
12:27:22.513,1.0109,0.0,NORMAL,100,100.0
12:27:22.592,1.0097,0.0,NORMAL,100,100.0
12:27:22.675,1.0072,0.0,NORMAL,100,100.0
12:27:22.753,1.0112,0.0,NORMAL,100,100.0
12:27:22.838,1.0194,0.0,NORMAL,100,100.0
12:27:22.911,1.0003,0.0,NORMAL,100,100.0
12:27:22.994,1.0109,0.0,NORMAL,100,100.0
12:27:23.074,1.0038,0.0,NORMAL,100,100.0
12:27:23.151,1.0078,0.0,NORMAL,100,100.0
12:27:23.230,1.005,0.0,NORMAL,100,100.0
12:27:23.311,1.0124,0.0,NORMAL,100,100.0
12:27:23.395,1.0093,0.0,NORMAL,100,100.0
12:27:23.478,1.0119,0.0,NORMAL,100,100.0
12:27:23.562,1.0048,0.0,NORMAL,100,100.0
12:27:23.639,1.0018,0.0,NORMAL,100,100.0
12:27:23.725,1.0025,0.0,NORMAL,100,100.0
12:27:23.804,1.0135,0.0,NORMAL,100,100.0
12:27:23.889,1.0077,0.0,NORMAL,100,100.0
12:27:23.966,1.0004,0.0,NORMAL,100,100.0
12:27:24.046,1.0014,0.0,NORMAL,100,100.0
12:27:24.125,1.0077,0.0,NORMAL,100,100.0
12:27:24.206,1.006,0.0,NORMAL,100,100.0
12:27:24.286,1.0104,0.0,NORMAL,100,100.0
12:27:24.368,1.0106,0.0,NORMAL,100,100.0
12:27:24.448,1.0093,0.0,NORMAL,100,100.0
12:27:24.530,1.0071,0.0,NORMAL,100,100.0
12:27:24.641,1.0143,0.0,NORMAL,100,100.0
