timestamp,imu_z,imu_x,imu_y,motion_score,camera_event,camera_conf,road_event,road_conf,rear_event,rear_conf,decision,confidence,severity_score,motor_speed,lora_event,lora_sent,lora_confidence_check,lora_latency_ms,motion_conf,imu_conf,road_conf_fusion,ground_truth
22:08:58.217,1.0252,1.0038,1.0052,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,3.1,0.0,100,normal,YES,PASS,0.0,0.068,0.01,0.0,
22:08:58.378,1.0239,1.0026,1.0057,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,1.6,0.0,100,normal,YES,PASS,0.0,0.034,0.01,0.0,
22:08:58.525,1.0128,1.0087,1.0079,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,1.0,0.0,100,normal,YES,PASS,0.0,0.021,0.005,0.0,
22:08:58.668,1.0177,1.0008,1.0089,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.7,0.0,100,normal,YES,PASS,0.0,0.014,0.007,0.0,
22:08:58.808,1.0312,1.0038,1.0037,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.5,0.0,100,normal,YES,PASS,0.0,0.01,0.012,0.0,
22:08:58.948,1.0452,1.0107,1.0031,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.4,0.0,100,normal,YES,PASS,0.0,0.007,0.018,0.0,
22:08:59.099,1.0769,1.0116,1.0136,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.4,0.0,100,normal,YES,PASS,0.0,0.005,0.031,0.0,
22:08:59.246,1.0616,1.0099,1.0016,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.3,0.0,100,normal,YES,PASS,0.0,0.004,0.025,0.0,
22:08:59.398,1.0579,1.0033,1.0064,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.2,0.0,100,normal,YES,PASS,0.0,0.003,0.023,0.0,
22:08:59.537,1.0335,1.0046,1.0041,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.2,0.0,100,normal,YES,PASS,0.0,0.002,0.013,0.0,
22:08:59.674,1.0364,1.0287,1.0047,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.001,0.015,0.0,
22:08:59.817,1.0011,1.003,1.0144,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.0,0.0,100,normal,YES,PASS,0.0,0.001,0.0,0.0,
22:08:59.961,1.0374,1.0049,1.0032,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.001,0.015,0.0,
22:09:00.099,1.0492,1.013,1.0117,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.001,0.02,0.0,
22:09:00.261,1.0202,1.0087,1.0116,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.0,0.008,0.0,
22:09:00.438,1.0451,1.0084,1.0065,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.1,0.0,100,normal,YES,PASS,0.0,0.0,0.018,0.0,
22:09:00.581,1.0144,1.0068,1.0099,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.0,0.0,100,normal,YES,PASS,0.0,0.0,0.006,0.0,
22:09:00.706,1.0065,1.0047,1.0062,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.0,0.0,100,normal,YES,PASS,0.0,0.0,0.003,0.0,
