timestamp,imu_z,imu_x,imu_y,motion_score,camera_event,camera_conf,road_event,road_conf,rear_event,rear_conf,decision,confidence,severity_score,motor_speed,lora_event,lora_sent,lora_confidence_check,lora_latency_ms,motion_conf,imu_conf,road_conf_fusion,ground_truth
13:54:00.769,1.0552,1.0111,1.0115,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,3.2,0.0,100,normal,YES,PASS,0.0,0.068,0.022,0.0,
13:54:00.914,1.0334,1.0008,1.0048,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,1.6,0.0,100,normal,YES,PASS,0.0,0.034,0.013,0.0,
13:54:01.044,1.059,1.0037,1.0028,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,1.1,0.0,100,normal,YES,PASS,0.0,0.021,0.024,0.0,
13:54:01.182,1.0007,1.0108,1.0051,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.6,0.0,100,normal,YES,PASS,0.0,0.014,0.0,0.0,
13:54:01.319,1.0116,1.0082,1.0143,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.5,0.0,100,normal,YES,PASS,0.0,0.01,0.005,0.0,
13:54:01.447,1.0372,1.0111,1.0137,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.4,0.0,100,normal,YES,PASS,0.0,0.007,0.015,0.0,
13:54:01.580,1.0217,1.0063,1.0116,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.3,0.0,100,normal,YES,PASS,0.0,0.005,0.009,0.0,
13:54:01.712,1.0189,1.0046,1.0048,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.2,0.0,100,normal,YES,PASS,0.0,0.004,0.008,0.0,
13:54:01.837,1.046,1.0073,1.0036,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.2,0.0,100,normal,YES,PASS,0.0,0.003,0.018,0.0,
13:54:01.975,1.0481,1.0073,1.0072,0.0,normal,0.0,normal,0.0,normal,0.0,NORMAL,0.2,0.0,100,normal,YES,PASS,0.0,0.002,0.019,0.0,
